Mã sku phần mềm Bravo,Đuôi màu,Mã vật tư tính giá,Tên vật tư tính giá,Mã sku nhà máy,Mã Sale,Bộ Mẫu,Nhóm sản phẩm,Đặc điểm,Đơn vị nhỏ nhất,Đơn vị cấp 2,Hệ số quy đổi cấp 2,Đơn vị cấp 3,Hệ số quy đổi cấp 3,Đơn vị cấp 4,Hệ số quy đổi cấp 4,Quy cách vận tải,Nhóm giá,Khối lượng,Mã nhà máy,Mã nơi kéo,Nhãn hàng,Tình trạng,Tình trạng chi nhánh,Cột dò tình trạng,Ngày triển khai,Kênh triển khai,Tuổi mẫu
bravo_sku,color_tail,item_code,item_name,factory_sku,sale_sku,pattern_set,category,features,masterunit,uom_level2,quantity_exchange_level2,uom_level3,quantity_exchange_level3,uom_level4,quantity_exchange_level4,transport_spec,price_group,gross_weight,factory_code,pull_source_code,brand,status,branch_status,status_lookup,deploy_date,branch_channel,sample_age
12.L1.2550.25503.1,1,12.L1.2550.25503,Gạch 25x50 MS 25503 Loại 1,25503,12.25503,25503,GACH,SOLO,VIEN,HOP,8,PALLET,,M2,8,25x50,2550,0,12,DACERA - DA NANG,UNIS,END-2022,END-2022,END-2022,2/7/2020,,73
12.L1.2040.2405.5,5,12.L1.2040.2405,Gạch 20x40 MS 2405 Loại 1,2405,12.2405,2405,GACH,SOLO,VIEN,HOP,12,PALLET,,M2,12.5,20x40,2040,0,12,DACERA - DA NANG,UNIS,ACT,ACT,ACT,7/15/2020,UNIS,68
03.L1.3060.7109.9,9,03.L1.3060.7109,Gạch 30x60 MS 7109 Loại 1,7109,03.7109,7109-7108-7107,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 BS,3060,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,2/1/2021,,62
03.L1.6060.8045.2,2,03.L1.6060.8045,Gạch 60x60 MS 8045 loại 1,8045,03.8045,8045,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,03,VITTO - HUE,VINCERA,END-2023,END-2023,END-2023,1/20/2020,,74
12.L1.2550.2502.8,8,12.L1.2550.2502,Gạch 25x50 MS 2502 Loại 1,2502,12.2502,2502,GACH,SOLO,VIEN,HOP,8,PALLET,,M2,8,25x50,2550,0,12,DACERA - DA NANG,UNIS,END-2026,END-2026,END-2026,1/17/2020,UNIS,74
12.L1.2550.2503.6,6,12.L1.2550.2503,Gạch 25x50 MS 2503 Loại 1,2503,12.2503,2503,GACH,SOLO,VIEN,HOP,8,PALLET,,M2,8,25x50,2550,0,12,DACERA - DA NANG,UNIS,END-2026,END-2026,END-2026,1/17/2020,UNIS,74
15.L1.3060.2804.6,6,15.L1.3060.2804,Gạch 30x60 MS 2804 Loại 1,2804,15.2804,2804-2805-2806,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINLUX,END-2023,END-2023,END-2023,8/15/2020,,67
03.L1.4080.7712.4,4,03.L1.4080.7712,Gạch 40x80 MS 7712 Loại 1,7712,03.7712,7713-7712-7711,GACH,DIEM,VIEN,HOP,4,PALLET,,M2,3.125,40x80,4080,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,4/19/2021,,59
03.L1.3060.7108.3,3,03.L1.3060.7108,Gạch 30x60 MS 7108 Loại 1,7108,03.7108,7109-7108-7107,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 BS,3060,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,2/1/2021,,62
12.L1.2040.2414.3,3,12.L1.2040.2414,Gạch 20x40 MS 2414 Loại 1,2414,12.2414,2414,GACH,SOLO,VIEN,HOP,12,PALLET,,M2,12.5,20x40,2040,0,12,DACERA - DA NANG,UNIS,END-2024,END-2024,END-2024,8/17/2020,,67
16.L1.6060.6202.59,59,16.L1.6060.6202,Gạch 60x60 MS 6202 loại 1,6202,16.6202,6202,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,16,TRUNG NGUYEN,UNITILE,END-2022,END-2022,END-2022,10/16/2020,,65
03.L1.3060.7107.1,1,03.L1.3060.7107,Gạch 30x60 MS 7107 Loại 1,7107,03.7107,7109-7108-7107,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 BS,3060,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,2/1/2021,UNIS,62
03.L1.3060.7127.1,1,03.L1.3060.7127,Gạch 30x60 MS 7127 Loại 1,7127,03.7127,7128-7127,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 BS,3060,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,2/9/2021,UNIMAX,61
03.L1.4080.7707.4,4,03.L1.4080.7707,Gạch 40x80 MS 7707 Loại 1,7707,03.7707,7709-7708-7707,GACH,NHAT,VIEN,HOP,4,PALLET,,M2,3.125,40x80,4080,0,03,HOAN MY - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,3/24/2021,UNIMAX,60
03.L1.4080.7708.4,4,03.L1.4080.7708,Gạch 40x80 MS 7708 Loại 1,7708,03.7708,7709-7708-7707,GACH,DIEM,VIEN,HOP,4,PALLET,,M2,3.125,40x80,4080,0,03,HOAN MY - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,3/24/2021,,60
03.L1.4080.7709.4,4,03.L1.4080.7709,Gạch 40x80 MS 7709 Loại 1,7709,03.7709,7709-7708-7707,GACH,DAM,VIEN,HOP,4,PALLET,,M2,3.125,40x80,4080,0,03,HOAN MY - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,3/24/2021,,60
10.L1.5050.5343.9,9,10.L1.5050.5343,Gạch 50x50 MS 5343 loại 1,5343,10.5343,5343,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,4,50x50,5050,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,4/9/2020,,71
15.L1.6060.6872.2,2,15.L1.6060.6872,Gạch 60x60 MS 6872 loại 1,6872,15.6872,6872,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,03,VITTO - HUE,VINLUX,END-2023,END-2023,END-2023,8/1/2020,,68
16.L1.6060.6205.55,55,16.L1.6060.6205,Gạch 60x60 MS 6205 loại 1,6205,16.6205,6205,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,16,TRUNG NGUYEN,UNITILE,END-2022,END-2022,END-2022,10/14/2020,,65
10.L1.6060.5664.4,4,10.L1.6060.5664,Gạch 60x60 MS 5664 loại 1,5664,10.5664,5664,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,4/12/2021,,59
03.L1.3060.7349.7,7,03.L1.3060.7349,Gạch 30x60 MS 7349 Loại 1,7349,03.7349,7347-7348-7349,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2024,END-2024,END-2024,5/20/2020,,70
15.L1.6060.6803.8,8,15.L1.6060.6803,Gạch 60x60 MS 6803 loại 1,6803,15.6803,6803,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,03,VITTO - HUE,VINLUX,END-2023,END-2023,END-2023,8/19/2020,,67
15.L1.6060.6809.8,8,15.L1.6060.6809,Gạch 60x60 MS 6809 loại 1,6809,15.6809,6809,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,03,VITTO - HUE,VINLUX,END-2023,END-2023,END-2023,8/18/2020,,67
05.L1.8080.8686.M,M,05.L1.8080.8686,Gạch 80x80 MS 8686 loại 1,8686,05.8686,8686,GACH,SOLO,VIEN,HOP,3,PALLET,,M2,1.5625,80x80 G,8080,0,05,VICENZA - THANH HOA,UNIS,END-2022,END-2022,END-2022,4/27/2020,,71
03.L1.3060.7126.8,8,03.L1.3060.7126,Gạch 30x60 MS 7126 Loại 1,7126,03.7126,7126-7125-7124,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 BS,3060,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,2/9/2021,,61
12.L1.2550.2504.6,6,12.L1.2550.2504,Gạch 25x50 MS 2504 Loại 1,2504,12.2504,2504,GACH,SOLO,VIEN,HOP,8,PALLET,,M2,8,25x50,2550,0,12,DACERA - DA NANG,UNIS,END-2026,END-2026,END-2026,1/17/2020,UNIS,74
05.L1.8080.8916.E,E,05.L1.8080.8916,Gạch 80x80 MS 8916 loại 1,8916,05.8916,8916,GACH,SOLO,VIEN,HOP,3,PALLET,,M2,1.5625,80x80 G,8080,0,05,VICENZA - THANH HOA,UNIS,END-2022,END-2022,END-2022,3/23/2020,,72
10.L1.3060.5789.3,3,10.L1.3060.5789,Gạch 30x60 MS 5789 Loại 1,5789,10.5789,5787-5788-5789,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,2/7/2020,,73
10.L1.3060.4501.3,3,10.L1.3060.4501,Gạch 30x60 MS 4501 Loại 1,4501,10.4501,4503-4502-4501,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 Đ-N Matt,3060,0,03,VITTO - VINH PHUC,MAXIMOS,END-2024,END-2024,END-2024,1/27/2021,UNIMAX,62
03.L2.3060.7635,,03.L2.3060.7635,Gạch 30x60 MS 7635 Loại 2,7635,03.7635,7634-7635-7636,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2024,END-2024,END-2024,5/13/2020,,70
03.L1.5050.6564.4,4,03.L1.5050.6564,Gạch 50x50 MS 6564 loại 1,6564,03.6564,6564,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,4,50x50,5050,0,03,VITTO - HUE,VINCERA,END-2023,END-2023,END-2023,5/30/2021,,58
03.L1.4080.7711.4,4,03.L1.4080.7711,Gạch 40x80 MS 7711 Loại 1,7711,03.7711,7713-7712-7711,GACH,NHAT,VIEN,HOP,4,PALLET,,M2,3.125,40x80,4080,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,4/19/2021,UNIS,59
14.L1.8080.88181033.2,2,14.L1.8080.88181033,Gạch 80x80 MS 88181033 loại 1,88181033,14.88181033,88181033,GACH,SOLO,VIEN,HOP,3,PALLET,,M2,1.5625,80x80 G AP,8080,0,14,APODIO - PHU THO,APODIO,END-2023,END-2023,END-2023,1/25/2021,,62
18.C2TE.DG.BMFLEX.00.,00.,18.C2TE.DG.BMFLEX.00,,C2TES1.00,18.C2TES1.00,Bumaflex C2,SPPT,KEO DAN GACH,,,#N/A,PALLET,,#N/A,#N/A,DG,0,#N/A,18,BUMATECH - LONG AN,BUMATECH,END-2019,END-2019,END-2019,,,0
18.CG2W.CR.CUSGE.17,17,18.CG2W.CR.CUSGE.17,Bột trét màu Ceracolor USG EXTRA CG2W,CG2W.17,18.CG2W.17,Ceracolor USG EXTRA CG2W,SPPT,BOT CHA RON,KG,THUNG,20,PALLET,,,0,CR,0,0,18,BUMATECH - LONG AN,BUMATECH,END-2019,END-2019,END-2019,,,0
03.L1.3060.7128.4,4,03.L1.3060.7128,Gạch 30x60 MS 7128 Loại 1,7128,03.7128,7128-7127,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 BS,3060,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,2/9/2021,,61
18.C2TE.DG.BMFLEX.W0,W0,18.C2TE.DG.BMFLEX.W0,Keo dán gạch Bumaflex C2TES1 màu trắng,C2TES1.W0,18.C2TES1.W0,Bumaflex C2,SPPT,KEO DAN GACH,KG,BAO,25,PALLET,,,0,DG,0,0,18,BUMATECH - LONG AN,BUMATECH,END-2019,END-2019,END-2019,,,0
10.L1.6060.5662.4,4,10.L1.6060.5662,Gạch 60x60 MS 5662 loại 1,5662,10.5662,5662,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,4/12/2021,,59
18.C2TE.DG.BMFLEX.GR,GR,18.C2TE.DG.BMFLEX.GR,Keo dán gạch Bumaflex C2TES1 màu xám,C2TES1.GR,18.C2TES1.GR,Bumaflex C2,SPPT,KEO DAN GACH,KG,BAO,25,PALLET,,,0,DG,0,0,18,BUMATECH - LONG AN,BUMATECH,END-2019,END-2019,END-2019,,,0
10.L1.3060.5791.2,2,10.L1.3060.5791,Gạch 30x60 MS 5791 Loại 1,5791,10.5791,5791-5792-5793,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2025,ACT,END-2025,2/7/2020,UNIS,73
10.L1.3060.5792.2,2,10.L1.3060.5792,Gạch 30x60 MS 5792 Loại 1,5792,10.5792,5791-5792-5793,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2025,ACT,END-2025,2/7/2020,,73
10.L1.3060.5793.2,2,10.L1.3060.5793,Gạch 30x60 MS 5793 Loại 1,5793,10.5793,5791-5792-5793,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2025,ACT,END-2025,2/7/2020,,73
12.L1.3030.3302.11,11,12.L1.3030.3302,Gạch 30x30 MS 3302 Loại 1,3302,12.3302,3302,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,12,DACERA - DA NANG,UNIS,END-2024,END-2024,END-2024,6/27/2019,UNIS,81
12.L1.3030.3305.6,6,12.L1.3030.3305,Gạch 30x30 MS 3305 Loại 1,3305,12.3305,3305,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,12,DACERA - DA NANG,UNIS,END-2024,END-2024,END-2024,6/27/2019,UNIS,81
12.L1.2040.2401.7,7,12.L1.2040.2401,Gạch 20x40 MS 2401 Loại 1,2401,12.2401,2401,GACH,SOLO,VIEN,HOP,12,PALLET,,M2,12.5,20x40,2040,0,12,DACERA - DA NANG,UNIS,ACT,ACT,ACT,7/15/2020,UNIS,68
12.L1.2040.2402.7,7,12.L1.2040.2402,Gạch 20x40 MS 2402 Loại 1,2402,12.2402,2402,GACH,SOLO,VIEN,HOP,12,PALLET,,M2,12.5,20x40,2040,0,12,DACERA - DA NANG,UNIS,ACT,ACT,ACT,7/15/2020,UNIS,68
05.L1.6060.6791.I,I,05.L1.6060.6791,Gạch 60x60 MS 6791 loại 1,6791,05.6791,6791,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,05,VICENZA - THANH HOA,UNIS,END-2022,END-2022,END-2022,4/9/2019,,83
10.L2.6060.5167,,10.L2.6060.5167,Gạch 60x60 MS 5167 loại 2,5167,10.5167,5167,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,03,VITTO - HUE,MAXIMOS,END-2025,ACT,END-2025,9/6/2021,UNIMAX,55
03.L1.6060.8518.8,8,03.L1.6060.8518,Gạch 60x60 MS 8518 loại 1,8518,03.8518,8518,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 C,6060,0,03,VITTO - HUE,VINCERA,END-2023,END-2023,END-2023,1/13/2020,,74
14.L1.8080.88284006.2,2,14.L1.8080.88284006,Gạch 80x80 MS 88284006 loại 1,88284006,14.88284006,88284006,GACH,SOLO,VIEN,HOP,3,PALLET,,M2,1.5625,80x80 G AP,8080,0,14,APODIO - PHU THO,APODIO,END-2024,END-2024,END-2024,2/22/2021,UNIS,61
03.L1.4080.7714.5,5,03.L1.4080.7714,Gạch 40x80 MS 7714 Loại 1,7714,03.7714,7716-7715-7714,GACH,NHAT,VIEN,HOP,4,PALLET,,M2,3.125,40x80,4080,0,03,VITTO - VINH PHUC,VINCERA,END-2022,END-2022,END-2022,,,0
03.L1.4080.7715.5,5,03.L1.4080.7715,Gạch 40x80 MS 7715 Loại 1,7715,03.7715,7716-7715-7714,GACH,DIEM,VIEN,HOP,4,PALLET,,M2,3.125,40x80,4080,0,03,VITTO - VINH PHUC,VINCERA,END-2022,END-2022,END-2022,,,0
03.L1.4080.7716.5,5,03.L1.4080.7716,Gạch 40x80 MS 7716 Loại 1,7716,03.7716,7716-7715-7714,GACH,DAM,VIEN,HOP,4,PALLET,,M2,3.125,40x80,4080,0,03,VITTO - VINH PHUC,VINCERA,END-2022,END-2022,END-2022,,,0
03.L1.6060.8066.4,4,03.L1.6060.8066,Gạch 60x60 MS 8066 loại 1,8066,03.8066,8066,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,03,VITTO - HUE,VINCERA,END-2024,END-2024,END-2024,8/31/2021,UNIS,55
03.L1.3060.7607.4,4,03.L1.3060.7607,Gạch 30x60 MS 7607 Loại 1,7607,03.7607,7607-7608-7609,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2023,END-2023,END-2023,3/21/2019,,84
10.L1.3060.5745.9,9,10.L1.3060.5745,Gạch 30x60 MS 5745 Loại 1,5745,10.5745,5744-5745-5746,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,1/10/2019,,86
10.L1.3060.5744.9,9,10.L1.3060.5744,Gạch 30x60 MS 5744 Loại 1,5744,10.5744,5744-5745-5746,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,1/10/2019,,86
10.L1.6060.5627.7,7,10.L1.6060.5627,Gạch 60x60 MS 5627 loại 1,5627,10.5627,5627,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,10/22/2019,,77
10.L1.5050.5313.8,8,10.L1.5050.5313,Gạch 50x50 MS 5313 loại 1,5313,10.5313,5313,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,4,50x50,5050,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,4/4/2020,,72
05.L1.6060.6784.F,F,05.L1.6060.6784,Gạch 60x60 MS 6784 loại 1,6784,05.6784,6784,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,05,VICENZA - THANH HOA,UNIS,END-2022,END-2022,END-2022,2/19/2019,,85
10.L1.4080.4827.8,8,10.L1.4080.4827,Gạch 40x80 MS 4827 Loại 1,4827,10.4827,4827-4828-4829,GACH,THAN,VIEN,HOP,4,PALLET,,M2,3.125,40x80,4080,0,03,HOAN MY - VINH PHUC,MAXIMOS,END-2024,END-2024,END-2024,2/22/2021,UNIMAX,61
10.L1.4080.4828.8,8,10.L1.4080.4828,Gạch 40x80 MS 4828 Loại 1,4828,10.4828,4827-4828-4829,GACH,DIEM,VIEN,HOP,4,PALLET,,M2,3.125,40x80,4080,0,03,HOAN MY - VINH PHUC,MAXIMOS,END-2024,END-2024,END-2024,2/22/2021,,61
10.L1.4080.4829.8,8,10.L1.4080.4829,Gạch 40x80 MS 4829 Loại 1,4829,10.4829,4827-4828-4829,GACH,VIEN,VIEN,HOP,4,PALLET,,M2,3.125,40x80,4080,0,03,HOAN MY - VINH PHUC,MAXIMOS,END-2024,END-2024,END-2024,2/22/2021,,61
15.L1.6060.6807.8,8,15.L1.6060.6807,Gạch 60x60 MS 6807 loại 1,6807,15.6807,6807,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,03,VITTO - HUE,VINLUX,END-2023,END-2023,END-2023,8/19/2020,,67
15.L1.3060.2813.3,3,15.L1.3060.2813,Gạch 30x60 MS 2813 Loại 1,2813,15.2813,2811-2812-2813,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINLUX,END-2023,END-2023,END-2023,8/18/2020,,67
03.L1.5050.6562.4,4,03.L1.5050.6562,Gạch 50x50 MS 6562 loại 1,6562,03.6562,6562,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,4,50x50,5050,0,03,VITTO - HUE,VINCERA,END-2023,END-2023,END-2023,5/30/2021,,58
12.L1.1033.1308.2,2,12.L1.1033.1308,Gạch 10x33 MS 1308 Loại 1,1308,12.1308,1308,GACH,TRANG TRI,VIEN,HOP,30,PALLET,,M2,30.30303,10x33,1033,0,12,DACERA - DA NANG,DACERA,END-2023,END-2023,END-2023,2/28/2021,,61
12.L1.3030.3015.2,2,12.L1.3030.3015,Gạch 30x30 MS 3015 Loại 1,3015,12.3015,3015,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,12,DACERA - DA NANG,UNIS,END-2024,END-2024,END-2024,8/25/2020,UNIS,67
16.L1.6060.60803.51,51,16.L1.6060.60803,Gạch 60x60 MS 60803 loại 1,60803,16.60803,6203,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,16,TRUNG NGUYEN,UNITILE,END-2022,END-2022,END-2022,8/19/2020,,67
10.L1.3060.5787.2,2,10.L1.3060.5787,Gạch 30x60 MS 5787 Loại 1,5787,10.5787,5787-5788-5789,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,2/7/2020,,73
10.L1.3060.5788.2,2,10.L1.3060.5788,Gạch 30x60 MS 5788 Loại 1,5788,10.5788,5787-5788-5789,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,2/7/2020,,73
10.L1.3060.5789.2,2,10.L1.3060.5789,Gạch 30x60 MS 5789 Loại 1,5789,10.5789,5787-5788-5789,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,2/7/2020,,73
10.L1.6060.5633.2,2,10.L1.6060.5633,Gạch 60x60 MS 5633 loại 1,5633,10.5633,5633,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,1/13/2020,,74
10.L1.3060.4506.2,2,10.L1.3060.4506,Gạch 30x60 MS 4506 Loại 1,4506,10.4506,4506-4505-4504,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 Đ-N Matt,3060,0,03,VITTO - VINH PHUC,MAXIMOS,END-2024,END-2024,END-2024,1/27/2021,,62
10.L1.3060.4601.2,2,10.L1.3060.4601,Gạch 30x60 MS 4601 Loại 1,4601,10.4601,4601-4602-4603,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2024,END-2024,END-2024,1/16/2020,UNIMAX,74
10.L1.3060.4601.1,1,10.L1.3060.4601,Gạch 30x60 MS 4601 Loại 1,4601,10.4601,4601-4602-4603,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2024,END-2024,END-2024,1/16/2020,UNIMAX,74
10.L1.6060.5635.1,1,10.L1.6060.5635,Gạch 60x60 MS 5635 loại 1,5635,10.5635,5635,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,03,VITTO - VINH PHUC,MAXIMOS,END-2024,END-2024,END-2024,6/30/2020,UNIMAX,69
10.L1.6060.5169.4,4,10.L1.6060.5169,Gạch 60x60 MS 5169 loại 1,5169,10.5169,5169,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,03,VITTO - HUE,MAXIMOS,END-2025,ACT,END-2025,8/31/2021,UNIMAX,55
10.L1.3060.4503.6,6,10.L1.3060.4503,Gạch 30x60 MS 4503 Loại 1,4503,10.4503,4503-4502-4501,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 Đ-N Matt,3060,0,03,VITTO - VINH PHUC,MAXIMOS,END-2024,END-2024,END-2024,1/27/2021,,62
03.L1.3030.6372.7,7,03.L1.3030.6372,Gạch 30x30 MS 6372 Loại 1,6372,03.6372,6372,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,2/1/2021,UNIS,62
10.L1.3030.1521.3,3,10.L1.3030.1521,Gạch 30x30 MS 1521 Loại 1,1521,10.1521,1521,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,03,VITTO - VINH PHUC,MAXIMOS,END-2022,END-2022,END-2022,1/27/2021,,62
03.L1.3030.6377.7,7,03.L1.3030.6377,Gạch 30x30 MS 6377 Loại 1,6377,03.6377,6377,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,2/24/2021,UNIS,61
16.L1.6060.6206.40,40,16.L1.6060.6206,Gạch 60x60 MS 6206 loại 1,6206,16.6206,6206,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,16,TRUNG NGUYEN,UNITILE,END-2022,END-2022,END-2022,10/14/2020,,65
16.L1.6060.6209.59,59,16.L1.6060.6209,Gạch 60x60 MS 6209 loại 1,6209,16.6209,6209,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,16,TRUNG NGUYEN,UNITILE,END-2022,END-2022,END-2022,10/16/2020,,65
03.L1.3060.7116.7,7,03.L1.3060.7116,Gạch 30x60 MS 7116 Loại 1,7116,03.7116,7116-7115-7114,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 BS,3060,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,3/21/2021,,60
03.L1.3030.6375.3,3,03.L1.3030.6375,Gạch 30x30 MS 6375 Loại 1,6375,03.6375,6375,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,3/21/2021,UNIMAX,60
03.L1.3060.7108.8,8,03.L1.3060.7108,Gạch 30x60 MS 7108 Loại 1,7108,03.7108,7109-7108-7107,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 BS,3060,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,2/1/2021,,62
03.L1.3060.7125.4,4,03.L1.3060.7125,Gạch 30x60 MS 7125 Loại 1,7125,03.7125,7126-7125-7124,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 BS,3060,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,2/9/2021,,61
03.L1.3060.7126.9,9,03.L1.3060.7126,Gạch 30x60 MS 7126 Loại 1,7126,03.7126,7126-7125-7124,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 BS,3060,0,03,VITTO - VINH PHUC,VINCERA,END-2024,END-2024,END-2024,2/9/2021,,61
