item_code,location_code,period_start,qty,demand_type,segment,priority,combo_class,branch_archetype,tet_flag,confidence_lower,confidence_upper
25.L1.8080.FP18600,065,2026-03-01,1.78,FORECAST,B,1,SMOOTH,HIGH_VELOCITY,Y,1.42,2.14
29.L1.1580.FP15805,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.1580.FP15805,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.1580.FP15805,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.1580.FP15805,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.1580.FP15806,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.1580.FP15806,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.1580.FP15806,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.1580.FP15806,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.1580.FP15807,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.1580.FP15807,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.1580.FP15807,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.1580.FP15807,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.1580.FP15808,065,2025-12-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.1580.FP15808,065,2026-01-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.1580.FP15808,065,2026-02-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.1580.FP15808,065,2026-03-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3030.F305,065,2025-12-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3030.F305,065,2026-01-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3030.F305,065,2026-02-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3030.F305,065,2026-03-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3030.FK302,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3030.FK302,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3030.FK302,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3030.FK302,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3030.FK304,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3030.FK304,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3030.FK304,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3030.FK304,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3606,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FC3606,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3606,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3606,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3606V,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FC3606V,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3606V,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3606V,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3608T,065,2025-12-01,41.1,FORECAST,C,1,SMOOTH,HIGH_VELOCITY,N,32.88,49.32
29.L1.3060.FC3608T,065,2026-01-01,36.69,FORECAST,C,1,SMOOTH,HIGH_VELOCITY,Y,29.35,44.03
29.L1.3060.FC3608T,065,2026-02-01,23.66,FORECAST,C,1,SMOOTH,HIGH_VELOCITY,Y,18.93,28.39
29.L1.3060.FC3608T,065,2026-03-01,51.45,FORECAST,C,1,SMOOTH,HIGH_VELOCITY,Y,41.16,61.74
29.L1.3060.FC3623,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FC3623,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3623,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3623,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3623D,065,2025-12-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FC3623D,065,2026-01-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3623D,065,2026-02-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3623D,065,2026-03-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3623V,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FC3623V,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3623V,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3623V,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3624D,065,2025-12-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FC3624D,065,2026-01-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3624D,065,2026-02-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3624D,065,2026-03-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3625,065,2025-12-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FC3625,065,2026-01-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3625,065,2026-02-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3625,065,2026-03-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3625D,065,2025-12-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FC3625D,065,2026-01-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3625D,065,2026-02-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3625D,065,2026-03-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3625V,065,2025-12-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FC3625V,065,2026-01-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3625V,065,2026-02-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3625V,065,2026-03-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FC3636,065,2025-12-01,194.9303,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,N,155.94,233.92
29.L1.3060.FC3636,065,2026-01-01,139.21,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,111.37,167.05
29.L1.3060.FC3636,065,2026-02-01,87.37,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,69.9,104.84
29.L1.3060.FC3636,065,2026-03-01,209.38,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,167.5,251.26
29.L1.3060.FC3636D,065,2025-12-01,9.3612,FORECAST,B,1,LUMPY,HIGH_VELOCITY,N,7.49,11.23
29.L1.3060.FC3636D,065,2026-01-01,2.62,FORECAST,B,1,LUMPY,HIGH_VELOCITY,Y,2.1,3.14
29.L1.3060.FC3636D,065,2026-02-01,1.83,FORECAST,B,1,LUMPY,HIGH_VELOCITY,Y,1.46,2.2
29.L1.3060.FC3636D,065,2026-03-01,7.81,FORECAST,B,1,LUMPY,HIGH_VELOCITY,Y,6.25,9.37
29.L1.3060.FC3637,065,2025-12-01,165.8649,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,N,132.69,199.04
29.L1.3060.FC3637,065,2026-01-01,122.41,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,97.93,146.89
29.L1.3060.FC3637,065,2026-02-01,81.5,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,65.2,97.8
29.L1.3060.FC3637,065,2026-03-01,180.59,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,144.47,216.71
29.L1.3060.FC3638,065,2025-12-01,221.0105,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,N,176.81,265.21
29.L1.3060.FC3638,065,2026-01-01,156.56,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,125.25,187.87
29.L1.3060.FC3638,065,2026-02-01,94.53,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,75.62,113.44
29.L1.3060.FC3638,065,2026-03-01,199.12,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,159.3,238.94
29.L1.3060.FC3638D,065,2025-12-01,157.0826,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,N,125.67,188.5
29.L1.3060.FC3638D,065,2026-01-01,121.26,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,97.01,145.51
29.L1.3060.FC3638D,065,2026-02-01,80.03,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,64.02,96.04
29.L1.3060.FC3638D,065,2026-03-01,209.25,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,167.4,251.1
29.L1.3060.FC3639,065,2025-12-01,237.5086,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,N,190.01,285.01
29.L1.3060.FC3639,065,2026-01-01,160.77,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,128.62,192.92
29.L1.3060.FC3639,065,2026-02-01,106.1,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,84.88,127.32
29.L1.3060.FC3639,065,2026-03-01,199.51,FORECAST,A,1,ERRATIC,HIGH_VELOCITY,Y,159.61,239.41
29.L1.3060.FC3640,065,2025-12-01,13.1393,FORECAST,B,1,LUMPY,HIGH_VELOCITY,N,10.51,15.77
29.L1.3060.FC3640,065,2026-01-01,2.49,FORECAST,B,1,LUMPY,HIGH_VELOCITY,Y,1.99,2.99
29.L1.3060.FC3640,065,2026-02-01,1.92,FORECAST,B,1,LUMPY,HIGH_VELOCITY,Y,1.54,2.3
29.L1.3060.FC3640,065,2026-03-01,6.55,FORECAST,B,1,LUMPY,HIGH_VELOCITY,Y,5.24,7.86
29.L1.3060.FC3640D,065,2025-12-01,9.9108,FORECAST,B,1,LUMPY,HIGH_VELOCITY,N,7.93,11.89
29.L1.3060.FC3640D,065,2026-01-01,2.43,FORECAST,B,1,LUMPY,HIGH_VELOCITY,Y,1.94,2.92
29.L1.3060.FC3640D,065,2026-02-01,1.61,FORECAST,B,1,LUMPY,HIGH_VELOCITY,Y,1.29,1.93
29.L1.3060.FC3640D,065,2026-03-01,5.91,FORECAST,B,1,LUMPY,HIGH_VELOCITY,Y,4.73,7.09
29.L1.3060.FC3641,065,2025-12-01,102.8463,FORECAST,A,1,LUMPY,HIGH_VELOCITY,N,82.28,123.42
29.L1.3060.FC3641,065,2026-01-01,52.98,FORECAST,A,1,LUMPY,HIGH_VELOCITY,Y,42.38,63.58
29.L1.3060.FC3641,065,2026-02-01,24.85,FORECAST,A,1,LUMPY,HIGH_VELOCITY,Y,19.88,29.82
29.L1.3060.FC3641,065,2026-03-01,46.28,FORECAST,A,1,LUMPY,HIGH_VELOCITY,Y,37.02,55.54
29.L1.3060.FC39004,065,2025-12-01,55.3604,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,N,44.29,66.43
29.L1.3060.FC39004,065,2026-01-01,39.19,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,31.35,47.03
29.L1.3060.FC39004,065,2026-02-01,29.58,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,23.66,35.5
29.L1.3060.FC39004,065,2026-03-01,69.11,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,55.29,82.93
29.L1.3060.FC39004D,065,2025-12-01,55.3604,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,N,44.29,66.43
29.L1.3060.FC39004D,065,2026-01-01,38.97,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,31.18,46.76
29.L1.3060.FC39004D,065,2026-02-01,29.41,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,23.53,35.29
29.L1.3060.FC39004D,065,2026-03-01,69.11,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,55.29,82.93
29.L1.3060.FC39005,065,2025-12-01,55.3604,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,N,44.29,66.43
29.L1.3060.FC39005,065,2026-01-01,39.19,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,31.35,47.03
29.L1.3060.FC39005,065,2026-02-01,29.58,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,23.66,35.5
29.L1.3060.FC39005,065,2026-03-01,69.11,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,55.29,82.93
29.L1.3060.FC39006,065,2025-12-01,98.8103,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,N,79.05,118.57
29.L1.3060.FC39006,065,2026-01-01,77.94,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,62.35,93.53
29.L1.3060.FC39006,065,2026-02-01,48.33,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,38.66,58.0
29.L1.3060.FC39006,065,2026-03-01,101.61,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,81.29,121.93
29.L1.3060.FC39006D,065,2025-12-01,16.0372,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,N,12.83,19.24
29.L1.3060.FC39006D,065,2026-01-01,13.61,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,10.89,16.33
29.L1.3060.FC39006D,065,2026-02-01,8.79,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,7.03,10.55
29.L1.3060.FC39006D,065,2026-03-01,19.14,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,15.31,22.97
29.L1.3060.FC39007,065,2025-12-01,167.6688,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,N,134.14,201.2
29.L1.3060.FC39007,065,2026-01-01,141.98,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,113.58,170.38
29.L1.3060.FC39007,065,2026-02-01,91.52,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,73.22,109.82
29.L1.3060.FC39007,065,2026-03-01,198.89,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,159.11,238.67
29.L1.3060.FC39012,065,2025-12-01,133.76,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,N,107.01,160.51
29.L1.3060.FC39012,065,2026-01-01,82.79,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,66.23,99.35
29.L1.3060.FC39012,065,2026-02-01,53.39,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,42.71,64.07
29.L1.3060.FC39012,065,2026-03-01,116.06,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,92.85,139.27
29.L1.3060.FC39012D,065,2025-12-01,33.1636,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,N,26.53,39.8
29.L1.3060.FC39012D,065,2026-01-01,20.53,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,16.42,24.64
29.L1.3060.FC39012D,065,2026-02-01,13.24,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,10.59,15.89
29.L1.3060.FC39012D,065,2026-03-01,28.78,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,23.02,34.54
29.L1.3060.FC39013,065,2025-12-01,103.17,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,N,82.54,123.8
29.L1.3060.FC39013,065,2026-01-01,63.86,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,51.09,76.63
29.L1.3060.FC39013,065,2026-02-01,41.18,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,32.94,49.42
29.L1.3060.FC39013,065,2026-03-01,89.52,FORECAST,B,1,INTERMITTENT,HIGH_VELOCITY,Y,71.62,107.42
29.L1.3060.FP3605,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP3605,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3605,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3605,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3605D,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP3605D,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3605D,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3605D,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3607,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP3607,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3607,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3607,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3618,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP3618,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3618,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3618,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3618D,065,2025-12-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP3618D,065,2026-01-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3618D,065,2026-02-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3618D,065,2026-03-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3619,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP3619,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3619,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP3619,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936601,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP936601,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936601,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936601,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936601D,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP936601D,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936601D,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936601D,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936601V,065,2025-12-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP936601V,065,2026-01-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936601V,065,2026-02-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936601V,065,2026-03-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936602,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP936602,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936602,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936602,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936602D,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP936602D,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936602D,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936602D,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936602V,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP936602V,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936602V,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936602V,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936604,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP936604,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936604,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936604,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936604D,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP936604D,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936604D,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936604D,065,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936605,065,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
29.L1.3060.FP936605,065,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
29.L1.3060.FP936605,065,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
